WSD_INFORMATION	CUI	NUM_SENSES	GOLD_EMERGENCE_YEAR	PREDICTED_EMERGENCE_YEAR	MinYearGoldSENSEdata	MaxYearGoldSENSEdata	MinYearPredictedSENSEdata	MaxYearPredictedSENSEdata	StartGoldData	EndGoldData	GoldYearRange	EvalStatus	IndivError	NormalisedError	IndivByTargets	NotmalisedBytargets	GoldEMERGENCEstatus	PredictedEMERGENCEstatus	GoldPredEMERGENCE
NEUROFIBROMATOSIS	C0085113	2	0	1990	1990	2018	1991	1991	1990	2018	28	FP	28	1.000000	28.000000	1.000000	-	Predicted_EMERGENCE	-
NEUROFIBROMATOSIS	C0162678	2	1990	0	1991	2018	1990	1990	1990	2018	28	FN	28	1.000000		-	Gold_EMERGENCE	-	-
NM	C0025033	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000	0.500000	0.006945	-	-	-
NM	C0027972	2	1963	1962	1946	2018	1946	1946	1946	2018	72	TP	1	0.013889		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
NPC	C0220756	2	2005	0	2006	2018	1998	1998	1998	2018	20	FN	20	1.000000	10.000000	0.500000	Gold_EMERGENCE	-	-
NPC	C0028587	2	0	0	1998	2018	1998	1998	1998	2018	20	TN	0	0.000000		-	-	-	-
Nurse	C0006147	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Nurse	C0028661	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Nursing	C0028677	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	36.500000	0.500000	-	-	-
Nursing	C0006147	2	0	1945	1945	2018	1945	1945	1945	2018	73	FP	73	1.000000		-	-	Predicted_EMERGENCE	-
OCD	C0028768	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000	21.500000	0.500000	-	-	-
OCD	C0029421	2	1983	0	1984	2018	1975	1975	1975	2018	43	FN	43	1.000000		-	Gold_EMERGENCE	-	-
OH	C0028905	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000	36.000000	0.500000	-	-	-
OH	C0063146	2	0	1957	1946	2018	1946	1946	1946	2018	72	FP	72	1.000000		-	-	Predicted_EMERGENCE	-
ORI	C0242961	2	1993	0	1993	2018	1993	1993	1993	2018	25	FN	25	1.000000	25.000000	1.000000	Gold_EMERGENCE	-	-
ORI	C0206601	2	0	1993	1993	2018	1993	1993	1993	2018	25	FP	25	1.000000		-	-	Predicted_EMERGENCE	-
Orf	C0013570	2	0	0	1980	2018	1980	1980	1980	2018	38	TN	0	0.000000	0.000000	0.000000	-	-	-
Orf	C0079941	2	1986	1986	1982	2018	1982	1982	1980	2018	38	TP	0	0.000000		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
PAC	C0949780	2	0	0	2001	2014	1996	1996	1995	2018	23	TN	0	0.000000	0.000000	0.000000	-	-	-
PAC	C0033036	2	0	0	1995	2018	1995	1995	1995	2018	23	TN	0	0.000000		-	-	-	-
PAF	C0032172	2	0	0	1979	2018	1979	1979	1979	2018	39	TN	0	0.000000	0.000000	0.000000	-	-	-
PAF	C0037019	2	0	0	1980	2013	1980	1980	1979	2018	39	TN	0	0.000000		-	-	-	-
PCA	C0149576	5	1957	1999	1957	2018	1979	1979	1957	2018	61	FP	42	0.688525	35.800000	0.586885	Gold_EMERGENCE	Predicted_EMERGENCE	-
PCA	C0030131	5	1972	1957	1974	2016	1957	1957	1957	2018	61	FP	15	0.245902		-	Gold_EMERGENCE	Predicted_EMERGENCE	-
PCA	C0030625	5	0	1999	1957	2018	1963	1963	1957	2018	61	FP	61	1.000000		-	-	Predicted_EMERGENCE	-
PCA	C0429865	5	1999	1999	1960	2018	1991	1991	1957	2018	61	TP	0	0.000000		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
PCA	C0078944	5	1987	0	1989	2018	1957	1957	1957	2018	61	FN	61	1.000000		-	Gold_EMERGENCE	-	-
PCB	C0032447	2	0	0	1971	2018	1971	1971	1971	2018	47	TN	0	0.000000	23.500000	0.500000	-	-	-
PCB	C0033223	2	0	1971	1971	2018	1971	1971	1971	2018	47	FP	47	1.000000		-	-	Predicted_EMERGENCE	-
PCD	C0162638	2	0	0	1991	2018	1971	1971	1971	2018	47	TN	0	0.000000	23.500000	0.500000	-	-	-
PCD	C0022521	2	0	1989	1971	2018	1971	1971	1971	2018	47	FP	47	1.000000		-	-	Predicted_EMERGENCE	-
PCP	C0031381	2	0	0	1972	2018	1972	1972	1972	2018	46	TN	0	0.000000	0.000000	0.000000	-	-	-
PCP	C0030855	2	0	0	1972	2018	1972	1972	1972	2018	46	TN	0	0.000000		-	-	-	-
PEP	C0135981	2	1978	1978	1980	2017	1971	1971	1971	2018	47	TP	0	0.000000	0.000000	0.000000	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
PEP	C0031642	2	0	0	1971	2018	1971	1971	1971	2018	47	TN	0	0.000000		-	-	-	-
PHA	C0031858	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000	21.500000	0.500000	-	-	-
PHA	C0030779	2	2002	0	1976	2017	1976	1976	1975	2018	43	FN	43	1.000000		-	Gold_EMERGENCE	-	-
POL	C0032356	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000	0.000000	0.000000	-	-	-
POL	C0017360	2	0	0	1989	2018	1948	1948	1946	2018	72	TN	0	0.000000		-	-	-	-
PR	C0034833	2	1972	0	1973	2018	1946	1946	1945	2018	73	FN	73	1.000000	36.500000	0.500000	Gold_EMERGENCE	-	-
PR	C0034044	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
PVC	C0032624	2	0	0	1974	2018	1974	1974	1974	2018	44	TN	0	0.000000	22.000000	0.500000	-	-	-
PVC	C0151636	2	0	1991	1988	2018	1975	1975	1974	2018	44	FP	44	1.000000		-	-	Predicted_EMERGENCE	-
Parotitis	C0030583	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Parotitis	C0026780	2	0	0	1945	2018	1946	1946	1945	2018	73	TN	0	0.000000		-	-	-	-
Pharmaceutical	C0013058	2	1963	0	1963	2018	1945	1945	1945	2018	73	FN	73	1.000000	36.500000	0.500000	Gold_EMERGENCE	-	-
Pharmaceutical	C0031336	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Phosphorus	C0031705	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Phosphorus	C0080014	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Phosphorylase	C0017916	2	0	1971	1971	2018	1971	1971	1971	2018	47	FP	47	1.000000	47.000000	1.000000	-	Predicted_EMERGENCE	-
Phosphorylase	C0917783	2	2005	0	1973	2018	1971	1971	1971	2018	47	FN	47	1.000000		-	Gold_EMERGENCE	-	-
Plague	C0032064	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	36.500000	0.500000	-	-	-
Plague	C0032066	2	1959	0	1946	2018	1945	1945	1945	2018	73	FN	73	1.000000		-	Gold_EMERGENCE	-	-
Plaque	C0011389	2	0	0	1950	2018	1950	1950	1950	2018	68	TN	0	0.000000	0.000000	0.000000	-	-	-
Plaque	C0333463	2	0	0	1950	2018	1950	1950	1950	2018	68	TN	0	0.000000		-	-	-	-
Platelet	C0005821	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Platelet	C0032181	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Pleuropneumonia	C0026934	2	1945	0	1945	2018	1945	1945	1945	2018	73	FN	73	1.000000	36.500000	0.500000	Gold_EMERGENCE	-	-
Pleuropneumonia	C0032241	2	0	0	1945	2018	1946	1946	1945	2018	73	TN	0	0.000000		-	-	-	-
Potassium	C0032821	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	36.500000	0.500000	-	-	-
Potassium	C0162800	2	1990	0	1948	2018	1945	1945	1945	2018	73	FN	73	1.000000		-	Gold_EMERGENCE	-	-
Projection	C0033363	2	0	0	1970	2018	1971	1971	1970	2018	48	TN	0	0.000000	0.000000	0.000000	-	-	-
Projection	C0016538	2	0	0	1970	2018	1970	1970	1970	2018	48	TN	0	0.000000		-	-	-	-
RA	C0003873	3	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
RA	C0034625	3	0	0	1945	2018	1947	1947	1945	2018	73	TN	0	0.000000		-	-	-	-
RA	C0002893	3	0	0	1946	2018	1946	1946	1945	2018	73	TN	0	0.000000		-	-	-	-
RB	C0035930	2	0	1949	1951	2018	1950	1950	1947	2018	71	FP	71	1.000000	35.500000	0.500000	-	Predicted_EMERGENCE	-
RB	C0035335	2	0	0	1947	2018	1947	1947	1947	2018	71	TN	0	0.000000		-	-	-	-
RBC	C0014792	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
RBC	C0014772	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
RSV	C0035236	2	0	0	1960	2018	1955	1955	1955	2018	63	TN	0	0.000000	0.000000	0.000000	-	-	-
RSV	C0086943	2	0	0	1955	2018	1957	1957	1955	2018	63	TN	0	0.000000		-	-	-	-
Radiation	C0851346	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Radiation	C1522449	2	0	0	1946	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Respiration	C0035203	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Respiration	C0282636	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Retinal	C0035298	2	0	1945	1945	2018	1946	1946	1945	2018	73	FP	73	1.000000	36.500000	0.500000	-	Predicted_EMERGENCE	-
Retinal	C0035331	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Root	C0242726	2	0	0	1945	2018	1946	1946	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Root	C0040452	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
SARS	C1175175	2	0	0	2002	2018	2002	2002	2002	2018	16	TN	0	0.000000	0.000000	0.000000	-	-	-
SARS	C1175743	2	2002	2002	2002	2018	2003	2003	2002	2018	16	TP	0	0.000000		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
SARS-associated coronavirus	C1175743	2	2002	2002	2002	2018	2003	2003	2002	2018	16	TP	0	0.000000	0.000000	0.000000	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
SARS-associated coronavirus	C1175175	2	0	0	2002	2018	2002	2002	2002	2018	16	TN	0	0.000000		-	-	-	-
SCD	C0085298	2	1988	0	1950	2018	1946	1946	1946	2018	72	FN	72	1.000000	36.000000	0.500000	Gold_EMERGENCE	-	-
SCD	C0002895	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000		-	-	-	-
SLS	C0037506	2	0	1973	1971	2018	1972	1972	1971	2018	47	FP	47	1.000000	23.500000	0.500000	-	Predicted_EMERGENCE	-
SLS	C0037231	2	0	0	1991	2018	1971	1971	1971	2018	47	TN	0	0.000000		-	-	-	-
SPR	C0164209	2	0	0	1981	2018	1981	1981	1981	2018	37	TN	0	0.000000	0.000000	0.000000	-	-	-
SPR	C0597731	2	1996	1996	1998	2018	1983	1983	1981	2018	37	TP	0	0.000000		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
SS	C0085077	2	1990	0	1964	2018	1948	1948	1948	2018	70	FN	70	1.000000	35.000000	0.500000	Gold_EMERGENCE	-	-
SS	C0039101	2	0	0	1948	2018	1948	1948	1948	2018	70	TN	0	0.000000		-	-	-	-
STEM	C0162731	2	0	0	1992	2018	1992	1992	1992	2018	26	TN	0	0.000000	13.000000	0.500000	-	-	-
STEM	C0242767	2	0	1992	1994	2018	1992	1992	1992	2018	26	FP	26	1.000000		-	-	Predicted_EMERGENCE	-
Schistosoma mansoni	C0036330	2	0	0	1977	2018	1971	1971	1971	2018	47	TN	0	0.000000	0.000000	0.000000	-	-	-
Schistosoma mansoni	C0036319	2	0	0	1971	2018	1971	1971	1971	2018	47	TN	0	0.000000		-	-	-	-
Sodium	C0037570	2	1945	0	1945	2018	1945	1945	1945	2018	73	FN	73	1.000000	36.500000	0.500000	Gold_EMERGENCE	-	-
Sodium	C0037473	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Staph	C0038170	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	36.500000	0.500000	-	-	-
Staph	C0038160	2	0	1945	1945	2018	1945	1945	1945	2018	73	FP	73	1.000000		-	-	Predicted_EMERGENCE	-
Sterilization	C0038280	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Sterilization	C0038288	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Strep	C0038395	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Strep	C0038402	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Synapsis	C0039062	2	0	0	1950	2018	1950	1950	1950	2018	68	TN	0	0.000000	34.000000	0.500000	-	-	-
Synapsis	C0598501	2	1998	0	1951	2018	1950	1950	1950	2018	68	FN	68	1.000000		-	Gold_EMERGENCE	-	-
TAT	C0017375	3	1988	0	1989	2017	1975	1975	1975	2018	43	FN	43	1.000000	28.666667	0.666667	Gold_EMERGENCE	-	-
TAT	C0039341	3	1983	0	1985	2018	1978	1978	1975	2018	43	FN	43	1.000000		-	Gold_EMERGENCE	-	-
TAT	C0039756	3	0	0	1975	2017	1977	1977	1975	2018	43	TN	0	0.000000		-	-	-	-
TEM	C0678118	2	0	0	2002	2018	2002	2002	2002	2018	16	TN	0	0.000000	0.000000	0.000000	-	-	-
TEM	C0040975	2	0	0	2004	2015	2002	2002	2002	2018	16	TN	0	0.000000		-	-	-	-
THYMUS	C1015036	3	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000	48.000000	0.666667	-	-	-
THYMUS	C0040113	3	0	1974	1946	2018	1946	1946	1946	2018	72	FP	72	1.000000		-	-	Predicted_EMERGENCE	-
THYMUS	C0040112	3	1948	0	1949	2015	1946	1946	1946	2018	72	FN	72	1.000000		-	Gold_EMERGENCE	-	-
TLC	C0040509	2	1974	0	1959	2018	1959	1959	1959	2018	59	FN	59	1.000000	29.500000	0.500000	Gold_EMERGENCE	-	-
TLC	C0008569	2	0	0	1959	2018	1959	1959	1959	2018	59	TN	0	0.000000		-	-	-	-
TMJ	C0039493	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000	0.000000	0.000000	-	-	-
TMJ	C0039496	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000		-	-	-	-
TMP	C0041041	2	0	0	1970	2018	1970	1970	1970	2018	48	TN	0	0.000000	0.000000	0.000000	-	-	-
TMP	C0040079	2	0	0	1975	2017	1970	1970	1970	2018	48	TN	0	0.000000		-	-	-	-
TNC	C0076088	2	1983	1983	1985	2018	1983	1983	1980	2018	38	TP	0	0.000000	0.000000	0.000000	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
TNC	C0077400	2	0	0	1980	2018	1980	1980	1980	2018	38	TN	0	0.000000		-	-	-	-
TNT	C0041070	2	0	0	1982	2018	1981	1981	1981	2018	37	TN	0	0.000000	18.500000	0.500000	-	-	-
TNT	C0077404	2	0	1990	1981	2018	1982	1982	1981	2018	37	FP	37	1.000000		-	-	Predicted_EMERGENCE	-
TPA	C0032143	2	1983	1983	1982	2018	1977	1977	1975	2018	43	TP	0	0.000000	0.000000	0.000000	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
TPA	C0039654	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000		-	-	-	-
TPO	C0040052	2	0	0	1974	2018	1974	1974	1974	2018	44	TN	0	0.000000	0.000000	0.000000	-	-	-
TPO	C0021965	2	1974	1974	1975	2018	1974	1974	1974	2018	44	TP	0	0.000000		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
TRF	C0021759	2	0	0	1980	2018	1968	1968	1968	2018	50	TN	0	0.000000	0.000000	0.000000	-	-	-
TRF	C0040162	2	0	0	1968	2018	1968	1968	1968	2018	50	TN	0	0.000000		-	-	-	-
TSF	C0040052	2	0	0	1974	2018	1974	1974	1974	2018	44	TN	0	0.000000	1.000000	0.022728	-	-	-
TSF	C0021756	2	1976	1974	1977	2018	1974	1974	1974	2018	44	TP	2	0.045455		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
TYR	C0041484	2	0	1984	1945	2018	1957	1957	1945	2018	73	FP	73	1.000000	36.500000	0.500000	-	Predicted_EMERGENCE	-
TYR	C0041485	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Tax	C0144576	2	1992	1992	1983	2018	1979	1979	1975	2018	43	TP	0	0.000000	0.000000	0.000000	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
Tax	C0039371	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000		-	-	-	-
Tolerance	C0013220	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000	0.000000	0.000000	-	-	-
Tolerance	C0020963	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000		-	-	-	-
Torula	C0010415	2	0	1957	1945	2018	1946	1946	1945	2018	73	FP	73	1.000000	36.500000	0.500000	-	Predicted_EMERGENCE	-
Torula	C0010414	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
US	C0041618	2	1971	1965	1945	2018	1945	1945	1945	2018	73	FP	6	0.082192	3.000000	0.041096	Gold_EMERGENCE	Predicted_EMERGENCE	-
US	C0041703	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
Ventricles	C0007799	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Ventricles	C0018827	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
WBS	C0175702	2	1994	1993	1995	2018	1982	1982	1982	2018	36	TP	1	0.027778	0.500000	0.013889	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
WBS	C0004903	2	0	0	1982	2018	1982	1982	1982	2018	36	TN	0	0.000000		-	-	-	-
WT1	C0027708	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000	1.000000	0.013889	-	-	-
WT1	C0148873	2	1991	1989	1991	2018	1946	1946	1946	2018	72	TP	2	0.027778		-	Gold_EMERGENCE	Predicted_EMERGENCE	MATCHED_Emergence
Wasp	C0043041	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000	21.500000	0.500000	-	-	-
Wasp	C0258432	2	1993	0	1994	2018	1975	1975	1975	2018	43	FN	43	1.000000		-	Gold_EMERGENCE	-	-
Yellow Fever	C0301508	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
Yellow Fever	C0043395	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
cRNA	C0056208	2	1981	0	1982	2018	1977	1977	1975	2018	43	FN	43	1.000000	21.500000	0.500000	Gold_EMERGENCE	-	-
cRNA	C1321571	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000		-	-	-	-
dC	C0011485	2	1971	0	1973	2018	1967	1967	1966	2018	52	FN	52	1.000000	26.000000	0.500000	Gold_EMERGENCE	-	-
dC	C0012764	2	0	0	1966	2018	1966	1966	1966	2018	52	TN	0	0.000000		-	-	-	-
drinking	C0684271	2	1946	0	1946	2018	1946	1946	1946	2018	72	FN	72	1.000000	72.000000	1.000000	Gold_EMERGENCE	-	-
drinking	C0001948	2	0	1946	1946	2018	1946	1946	1946	2018	72	FP	72	1.000000		-	-	Predicted_EMERGENCE	-
eCG	C1623258	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	36.500000	0.500000	-	-	-
eCG	C0018064	2	1989	0	1945	2018	1945	1945	1945	2018	73	FN	73	1.000000		-	Gold_EMERGENCE	-	-
lens	C0023317	3	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000	2.000000	0.027397	-	-	-
lens	C0023318	3	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
lens	C0023308	3	1951	1945	1952	2018	1945	1945	1945	2018	73	FP	6	0.082192		-	Gold_EMERGENCE	Predicted_EMERGENCE	-
lymphogranulomatosis	C0036202	2	0	1945	1945	2018	1945	1945	1945	2018	73	FP	73	1.000000	36.500000	0.500000	-	Predicted_EMERGENCE	-
lymphogranulomatosis	C0019829	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
pI	C0812425	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000	0.000000	0.000000	-	-	-
pI	C0022171	2	0	0	1975	2018	1975	1975	1975	2018	43	TN	0	0.000000		-	-	-	-
posterior pituitary	C0032017	2	0	0	1947	2017	1947	1947	1946	2018	72	TN	0	0.000000	0.000000	0.000000	-	-	-
posterior pituitary	C0032009	2	0	0	1946	2018	1946	1946	1946	2018	72	TN	0	0.000000		-	-	-	-
rDNA	C0012933	2	1980	0	1981	2018	1976	1976	1976	2018	42	FN	42	1.000000	21.000000	0.500000	Gold_EMERGENCE	-	-
rDNA	C0012931	2	0	0	1976	2018	1976	1976	1976	2018	42	TN	0	0.000000		-	-	-	-
tomography	C0040395	2	0	0	1947	2018	1948	1948	1947	2018	71	TN	0	0.000000	0.000000	0.000000	-	-	-
tomography	C0040405	2	0	0	1947	2018	1947	1947	1947	2018	71	TN	0	0.000000		-	-	-	-
veterinary	C0206212	2	0	0	1963	2018	1945	1945	1945	2018	73	TN	0	0.000000	0.000000	0.000000	-	-	-
veterinary	C0042615	2	0	0	1945	2018	1945	1945	1945	2018	73	TN	0	0.000000		-	-	-	-
